order_id,customer_id,product_id,order_date,quantity_sold,revenue
809,339,91,9/13/2024,3,471.3
811,238,57,6/10/2024,2,287.6
812,916,45,7/21/2024,5,346.16
813,171,13,11/18/2023,5,570.09
814,739,93,9/17/2024,1,118.25
815,569,94,4/30/2023,1,13.31
816,116,79,1/12/2025,3,271.56
817,235,57,11/12/2024,2,162.19
818,922,83,2/8/2025,5,273.21
819,353,16,5/16/2022,2,101.86
820,557,74,5/21/2022,2,392.7
821,779,56,1/30/2024,2,321.19
822,756,30,1/11/2023,5,196.79
823,795,55,5/31/2024,2,359.25
824,721,98,7/18/2023,5,929.65
825,824,61,6/13/2024,4,698.4
826,652,72,9/14/2023,2,116.39
827,173,23,2/7/2023,5,903.4
828,360,81,11/29/2023,1,100.69
829,752,98,12/13/2024,5,801.36
830,305,57,9/13/2022,5,236.41
831,352,74,7/10/2024,3,222.08
832,213,56,1/22/2023,3,478.91
833,839,81,2/3/2024,2,340.78
834,587,34,8/15/2024,4,778.59
835,63,7,1/30/2025,4,169.8
836,394,92,9/28/2022,2,390.62
837,386,54,5/30/2024,1,140.35
838,665,48,3/14/2024,3,233.69
839,975,99,10/19/2022,4,628.87
840,438,68,5/1/2024,3,486.3
843,379,72,3/18/2025,5,528.57
844,647,70,3/18/2023,3,337.24
845,68,79,1/24/2024,1,146.57
848,161,65,7/1/2024,3,97.21
849,736,42,4/6/2025,3,215.06
850,635,56,10/10/2023,2,276.72
852,110,60,5/31/2023,4,751.13
853,472,47,3/15/2024,2,314.23
854,180,82,2/11/2025,3,584.41
855,879,26,5/13/2024,4,762.13
856,231,34,3/18/2025,4,558.99
857,244,97,7/22/2022,4,335.06
858,442,35,3/9/2024,3,575.26
859,835,49,1/28/2024,4,451.78
860,42,22,2/22/2025,4,77.76
861,471,83,9/5/2024,2,271.56
862,530,97,12/15/2023,3,432.89
863,468,58,5/30/2022,3,69.85
865,715,23,8/10/2023,5,129.7
867,771,6,11/20/2024,1,119.62
868,226,27,11/21/2023,3,288.74
869,880,87,8/23/2023,3,137.26
870,375,59,6/4/2024,5,717.87
871,578,1,6/20/2022,1,12.46
872,773,87,7/7/2022,4,214.03
874,340,86,11/20/2022,1,152.68
875,115,8,11/20/2023,1,171.47
876,739,39,8/2/2024,3,549.45
877,35,67,3/19/2025,2,283.64
878,747,35,2/10/2024,3,255.5
879,210,75,2/24/2023,3,140.83
880,78,20,11/26/2023,2,373.4
881,525,100,8/21/2022,3,343.9
882,128,72,10/22/2023,1,154.99
884,445,68,4/19/2024,4,610.75
885,411,10,5/11/2023,2,391.69
886,789,54,1/7/2024,3,457.05
887,189,79,3/2/2024,3,87.22
888,910,18,4/1/2023,5,236.02
889,141,66,11/5/2024,2,312.92
890,544,43,11/27/2022,1,145.69
891,908,56,10/2/2023,4,198.23
892,361,49,4/7/2023,1,177.83
894,887,46,10/3/2022,3,405.36
895,131,6,3/30/2024,1,127.43
896,253,17,6/28/2024,5,457.04
897,948,52,12/4/2023,3,85.37
898,969,12,10/25/2023,4,92.74
899,197,85,1/30/2023,1,157.74
900,889,25,12/2/2023,1,33.49
901,276,12,5/17/2024,2,29.19
902,84,23,1/15/2024,5,486.51
903,393,42,6/24/2023,3,547.42
904,824,55,8/21/2023,1,70.85
905,289,62,9/27/2024,1,193.54
906,159,59,4/21/2025,4,717.62
908,415,49,11/24/2024,1,233.38
909,749,93,4/11/2025,4,179.51
910,691,96,11/9/2024,4,469.66
911,958,2,12/4/2024,2,111.11
912,298,76,11/25/2024,5,96.99
913,143,37,4/25/2024,2,217.72
914,532,97,8/8/2023,5,355.5
915,285,28,11/23/2024,1,74.12
916,561,40,10/3/2023,1,196.09
917,982,36,4/16/2024,1,61.46
919,990,54,6/3/2022,5,645.74
920,393,18,8/6/2022,3,159.76
921,550,86,8/22/2023,1,20.06
922,523,21,6/3/2023,2,341.54
924,41,59,6/18/2023,4,452.1
925,784,63,3/30/2023,3,436.88
926,623,32,6/29/2023,3,502.87
928,815,24,1/8/2023,5,64.57
929,151,16,4/16/2025,2,146.84
930,23,72,6/18/2023,4,326.12
931,388,15,10/29/2024,3,250.0
932,995,65,1/28/2025,4,284.64
933,747,4,11/11/2024,3,527.43
934,216,45,1/28/2023,2,270.67
935,645,96,4/28/2022,5,359.59
936,588,81,2/14/2024,4,247.73
937,791,23,11/2/2024,4,763.58
938,991,36,1/8/2025,5,156.66
939,911,66,10/19/2022,1,188.81
940,356,31,2/27/2023,1,57.02
941,763,94,11/8/2023,3,486.04
942,391,13,5/9/2024,2,152.6
943,242,27,8/5/2022,2,316.82
944,165,64,5/7/2024,1,88.67
945,270,11,3/14/2024,4,206.82
946,903,80,4/23/2025,5,340.52
947,30,42,12/12/2022,5,358.79
948,846,99,3/25/2023,2,359.93
950,952,81,5/14/2022,5,876.3
951,584,76,10/30/2023,5,58.09
952,773,91,2/16/2023,2,69.52
953,667,19,10/8/2022,4,694.84
954,694,31,6/10/2022,3,40.26
955,101,36,8/2/2023,5,716.71
956,312,80,12/19/2022,4,133.75
957,885,30,9/18/2023,3,63.84
958,506,51,7/30/2023,5,493.17
959,638,61,8/21/2024,1,124.44
960,74,78,8/11/2023,1,105.79
961,932,44,12/28/2024,3,543.27
963,292,59,12/22/2023,2,291.33
964,471,64,12/18/2022,4,472.65
965,844,91,11/13/2024,4,499.83
966,958,72,8/9/2024,4,658.4
967,602,9,12/3/2023,3,435.76
968,364,14,9/23/2023,2,162.28
969,946,84,3/17/2024,3,591.88
970,724,92,9/16/2024,1,74.69
971,361,32,6/8/2024,5,301.64
972,605,26,3/20/2024,3,340.72
973,444,22,2/12/2024,2,293.65
974,941,21,2/20/2025,4,482.05
975,417,56,12/29/2023,1,145.47
977,316,53,12/16/2022,2,287.8
978,913,69,11/28/2023,5,50.95
979,261,2,6/4/2023,5,576.7
980,347,54,6/16/2023,2,196.26
982,806,15,6/3/2022,5,561.56
983,612,20,3/16/2024,1,139.19
984,867,58,1/16/2023,3,581.72
985,291,9,7/15/2022,1,136.68
986,33,37,8/9/2022,4,214.24
987,352,9,3/1/2024,4,113.13
988,466,5,3/8/2025,5,440.92
989,473,72,11/3/2023,1,62.94
990,684,67,5/26/2024,2,135.88
991,578,22,4/10/2023,2,118.17
992,75,79,4/5/2024,1,159.83
993,381,5,4/10/2025,4,88.59
994,747,59,7/4/2024,5,700.72
995,636,44,12/26/2022,5,602.2
997,415,16,11/15/2022,3,160.85
998,701,5,12/17/2023,1,134.56
999,461,77,8/16/2023,5,576.88
1001,653,11,7/31/2024,3,319.29
1002,514,60,4/20/2023,5,551.41
1003,419,50,1/17/2025,1,30.77
1004,470,70,1/15/2023,4,380.28
1006,671,68,11/5/2024,2,244.74
1008,399,17,5/30/2022,4,646.44
1009,64,55,10/20/2024,4,197.79
1010,405,73,3/9/2025,2,162.28
1011,696,71,9/13/2024,2,105.1
1012,528,28,1/30/2025,3,97.7
1013,400,94,3/16/2023,2,129.14
1014,794,83,9/3/2023,3,463.64
1015,521,54,12/5/2022,5,822.17
1016,905,23,9/18/2023,1,142.31
1017,969,5,3/6/2025,3,302.03
1018,812,32,8/8/2022,4,207.31
1019,526,14,6/1/2024,2,134.73
1020,764,20,12/3/2023,1,78.99
1022,438,14,9/6/2022,3,303.26
1023,445,100,7/13/2024,1,154.06
1024,555,30,6/5/2023,2,320.31
1025,465,16,6/3/2023,4,159.31
1026,948,72,12/11/2023,4,192.79
1027,649,15,7/18/2022,1,150.38
1028,389,100,12/10/2024,2,168.1
1029,389,96,7/19/2024,1,46.24
1030,865,57,5/1/2022,4,217.38
1031,453,9,11/21/2022,5,948.39
1032,235,76,7/9/2022,1,167.28
1033,425,50,1/10/2024,1,191.92
1034,569,82,4/2/2023,1,84.16
1035,430,70,12/11/2024,2,136.99
1036,198,47,5/19/2024,3,465.76
1037,206,62,10/29/2023,3,497.19
1038,841,2,2/15/2023,2,224.96
1039,474,73,5/20/2023,2,381.82
1040,977,41,7/9/2022,5,494.09
1041,284,17,12/21/2024,3,525.67
1042,580,63,4/18/2025,1,29.85
1043,268,27,12/4/2024,5,757.34
1044,986,85,3/6/2023,1,17.02
1045,163,13,6/21/2024,2,381.84
1046,643,100,3/30/2025,3,147.88
1048,74,58,12/17/2023,1,99.7
1049,618,81,9/22/2024,1,122.9
1050,419,99,9/4/2024,3,312.07
1051,821,83,2/9/2023,3,779.02
1052,739,88,6/11/2022,5,183.47
1053,829,26,8/15/2022,4,685.36
1054,618,16,9/20/2022,3,273.13
1055,978,51,12/1/2023,3,471.61
1056,584,50,1/31/2025,3,307.44
1057,889,83,4/26/2024,1,148.26
1058,397,55,1/30/2024,2,347.2
1059,830,86,2/14/2024,3,80.8
1060,570,92,4/12/2024,5,479.74
1061,696,53,1/15/2025,2,250.7
1062,552,80,7/20/2022,1,133.67
1063,593,51,10/5/2022,5,671.76
1064,265,87,8/16/2024,1,71.82
1065,935,9,12/26/2024,2,77.19
1066,684,14,10/29/2024,1,93.63
1067,75,49,11/17/2023,3,302.99
1068,50,32,12/17/2023,4,581.16
1070,702,62,4/18/2023,5,550.91
1071,70,34,10/14/2024,3,144.99
1072,227,25,8/22/2023,4,396.75
1073,594,33,9/7/2022,3,132.99
1074,549,47,3/7/2023,3,512.84
1075,342,85,10/5/2022,2,115.3
1076,558,10,1/26/2023,4,669.8
1077,635,83,1/1/2023,4,518.26
1078,114,51,1/10/2025,5,169.13
1079,19,25,7/22/2024,3,480.06
1080,429,46,4/28/2022,2,166.14
1081,79,77,12/22/2023,2,36.62
1082,551,54,7/3/2023,3,564.68
1083,491,51,7/15/2022,4,686.88
1084,314,92,10/20/2022,3,292.58
1085,772,65,7/11/2023,2,166.15
1086,457,82,2/15/2025,3,232.28
1087,368,18,2/20/2025,4,447.85
1088,294,54,5/28/2024,4,480.7
1089,744,6,7/11/2022,4,583.82
1090,689,31,10/8/2023,5,928.62
1091,650,14,10/5/2024,4,621.0
1092,25,49,8/7/2022,5,808.18
1093,267,34,1/16/2024,3,438.73
1094,111,75,3/3/2024,4,292.21
1095,797,38,6/25/2022,1,84.58
1096,806,62,3/15/2024,4,445.66
1097,77,82,1/6/2025,1,37.37
1098,731,44,3/18/2025,2,122.92
1099,852,84,10/26/2023,5,700.19
1100,898,53,12/12/2024,5,445.98
1101,418,48,6/25/2022,1,36.34
1102,873,99,4/6/2025,5,776.41
1103,186,17,5/26/2022,2,61.2
1104,272,93,11/24/2022,1,193.64
1105,342,54,3/19/2023,4,796.43
1106,963,77,2/4/2025,2,49.89
1107,533,49,12/12/2022,4,424.45
1108,198,69,7/28/2023,2,224.72
1109,234,40,5/7/2024,3,541.96
1111,480,30,8/23/2023,3,503.28
1112,490,6,6/17/2023,2,322.27
1113,252,79,10/28/2024,3,283.36
1114,404,11,5/5/2023,3,524.52
1115,532,87,2/26/2024,3,194.08
1116,554,5,9/16/2024,2,255.95
1118,614,30,2/14/2023,3,568.36
1119,921,87,5/24/2022,3,112.6
1120,851,52,8/26/2024,2,194.99
1122,498,71,12/11/2023,2,332.5
1123,124,86,1/20/2025,5,996.99
1124,266,21,12/12/2023,4,571.64
1125,896,66,3/3/2023,1,44.1
1126,855,12,11/11/2022,4,657.31
1127,525,97,9/24/2022,1,66.51
1128,886,26,11/3/2024,2,36.69
1129,618,69,1/8/2023,5,890.15
1131,943,1,12/3/2023,2,147.02
1132,775,70,10/11/2023,5,305.68
1133,752,88,4/16/2024,3,560.83
1134,554,2,3/21/2023,5,559.1
1135,942,11,12/25/2023,2,175.44
1136,476,88,4/24/2023,4,532.55
1137,287,44,1/16/2024,2,260.7
1138,121,29,6/27/2024,4,293.83
1139,862,80,11/26/2022,2,31.12
1140,900,80,9/12/2022,2,289.22
1141,121,1,10/23/2024,5,433.77
1142,949,33,10/9/2022,5,453.23
1143,953,86,3/27/2023,2,256.54
1144,421,52,10/11/2024,4,382.27
1145,452,93,11/23/2023,1,88.21
1146,375,83,10/5/2024,2,304.52
1148,452,77,8/16/2022,5,872.38
1149,837,65,1/30/2025,3,146.38
1150,148,19,2/22/2024,5,710.36
1151,16,44,3/23/2024,2,161.18
1152,854,85,3/9/2024,3,425.6
1153,55,58,1/1/2024,3,242.41
1155,113,17,11/3/2024,5,465.86
1156,818,45,9/21/2022,3,59.98
1157,198,1,5/12/2022,4,376.84
1158,610,13,2/27/2025,1,171.61
1159,44,66,5/16/2023,2,275.93
1160,464,68,1/15/2023,1,177.82
1161,826,57,5/9/2024,2,144.65
1162,108,82,2/11/2024,2,332.86
1163,743,39,10/27/2024,4,127.8
1164,655,89,4/19/2023,2,328.03
1165,328,60,4/10/2023,4,388.05
1166,812,72,3/21/2023,1,141.12
1167,844,60,1/29/2025,2,95.48
1168,831,38,7/23/2023,4,621.78
1169,616,61,4/4/2025,1,96.61
1170,278,42,5/14/2023,3,133.68
1171,968,66,9/22/2023,2,176.0
1172,852,86,5/22/2022,2,139.7
1173,88,6,1/2/2024,2,296.88
1174,218,40,2/23/2023,5,393.24
1175,149,54,9/27/2024,5,124.67
1176,600,19,5/21/2023,2,216.79
1177,278,26,5/12/2023,3,177.29
1178,289,5,6/8/2024,4,154.52
1180,221,80,8/15/2023,4,272.55
1181,973,76,2/8/2023,2,338.99
1182,117,66,6/27/2024,1,38.89
1183,309,69,12/13/2022,3,331.45
1184,253,36,6/2/2022,5,1244.05
1185,479,100,12/10/2022,3,233.6
1186,927,79,10/8/2024,1,57.39
1187,681,45,10/19/2022,2,282.12
1188,617,19,1/1/2024,5,145.08
1189,526,61,4/26/2024,4,748.46
1190,349,50,9/23/2023,1,48.68
1191,943,4,3/13/2024,3,350.46
1192,84,67,12/28/2024,3,30.82
1193,921,28,12/3/2024,5,69.95
1194,981,37,10/6/2023,3,266.95
1195,253,48,1/21/2024,1,350.67
1196,159,55,3/23/2024,5,739.47
1197,178,30,1/11/2023,5,65.62
1198,511,30,5/11/2024,4,691.48
1199,989,61,12/9/2024,4,52.43
1200,565,59,8/1/2024,2,309.15
1201,621,15,6/2/2022,1,99.4
1202,482,89,6/12/2023,3,398.08
1203,60,1,7/24/2022,5,905.03
1204,760,34,12/18/2023,1,69.02
1205,168,69,8/19/2024,2,356.31
1206,178,95,1/29/2025,5,563.94
1207,852,24,1/18/2024,1,61.75
1208,554,4,8/8/2023,5,405.15
1209,244,72,8/15/2024,4,217.21
1210,134,59,11/30/2023,5,188.09
1211,182,3,4/16/2025,1,79.31
1212,570,75,4/6/2023,4,568.96
1213,59,15,3/6/2025,5,332.13
1214,44,18,5/2/2022,5,197.48
1217,469,65,9/29/2023,5,968.9
1218,246,77,8/2/2022,1,147.12
1219,371,98,2/2/2025,3,306.63
1220,74,98,3/26/2025,4,329.7
1221,848,87,11/17/2022,1,71.39
1222,750,2,9/29/2022,2,352.5
1223,204,59,5/24/2022,5,351.73
1224,274,93,11/2/2024,3,450.99
1225,566,29,12/28/2022,3,178.47
1226,340,4,8/23/2023,3,204.18
1227,787,50,4/20/2025,3,976.11
1228,706,46,4/4/2024,3,352.21
1229,928,59,5/13/2022,1,97.24
1230,939,70,1/5/2024,2,140.74
1231,587,11,12/1/2023,3,466.94
1232,102,39,3/21/2023,5,74.26
1233,641,50,6/14/2024,3,273.6
1234,430,93,3/11/2023,2,309.68
1235,427,50,8/9/2023,4,403.56
1236,563,82,9/29/2023,1,84.22
1237,318,43,12/9/2023,3,59.9
1239,400,41,2/19/2023,2,251.72
1240,584,99,9/5/2023,5,493.52
1241,154,6,7/21/2023,4,375.74
1242,35,50,8/26/2022,1,26.43
1243,84,84,6/13/2023,4,798.02
1244,260,21,7/18/2023,3,457.28
1245,727,78,10/7/2023,1,150.71
1247,868,66,9/27/2024,4,85.05
1248,173,9,9/5/2022,3,466.83
1249,179,81,9/6/2024,2,258.16
1250,101,2,1/1/2024,4,708.52
1251,162,12,4/16/2024,5,147.21
1252,880,88,2/8/2024,1,118.76
1253,502,10,10/7/2022,4,375.61
1254,996,47,7/4/2022,3,212.81
1255,284,33,10/27/2024,2,147.2
1257,308,12,11/21/2022,1,167.83
1258,30,86,8/3/2023,5,856.27
1259,912,63,3/17/2023,1,45.39
1261,590,39,6/24/2023,3,514.54
1262,163,67,3/25/2025,1,23.57
1263,666,82,7/11/2023,1,160.95
1264,574,59,4/2/2023,2,79.51
1265,782,19,12/13/2023,1,183.68
1267,613,98,7/6/2023,3,76.8
1268,950,60,8/15/2024,5,138.6
1269,859,51,4/2/2023,2,374.29
1270,663,8,3/2/2023,4,526.17
1271,970,88,5/15/2023,5,961.18
1272,898,76,1/31/2025,5,667.68
1273,744,82,2/20/2024,4,564.85
1274,551,98,7/20/2023,4,557.69
1275,628,19,1/21/2023,5,107.48
1276,962,29,12/30/2024,4,344.58
1277,418,73,9/7/2022,3,94.91
1278,193,66,5/21/2022,4,216.15
1279,241,88,9/8/2024,3,371.24
1280,554,39,3/3/2023,4,73.99
1281,981,15,3/21/2023,1,85.93
1282,539,28,12/30/2023,3,57.8
1283,921,89,4/29/2022,5,789.79
1284,313,85,9/24/2022,2,203.68
1285,387,68,10/4/2022,4,503.86
1286,543,38,10/3/2022,3,706.8
1287,31,38,11/13/2023,4,543.32
1288,75,55,10/16/2023,5,160.06
1289,484,17,12/7/2022,4,296.91
1290,376,13,7/15/2022,5,618.17
1291,613,11,1/16/2024,3,103.92
1292,19,52,4/21/2023,3,595.64
1294,542,61,11/27/2023,1,86.02
1295,416,17,10/11/2024,2,364.04
1296,279,71,2/17/2024,2,226.05
1297,87,61,1/7/2023,4,790.33
1298,401,62,2/17/2024,4,540.6
1299,2,12,11/26/2023,4,571.91
1300,212,84,8/5/2023,1,175.54
1301,158,97,3/20/2024,5,555.88
1302,458,29,2/26/2023,2,190.57
1303,496,36,11/19/2024,1,99.35
1304,115,65,11/24/2024,4,712.35
1305,37,3,7/22/2023,1,77.3
1306,228,31,7/12/2022,5,833.88
1307,369,92,9/14/2024,3,281.0
1308,909,23,9/15/2024,3,481.15
1309,884,3,5/16/2022,3,457.21
1310,599,73,2/16/2023,1,124.4
1311,781,5,12/30/2024,4,395.73
1312,399,40,11/15/2023,5,324.23
1313,515,31,1/10/2023,4,541.55
1314,521,10,9/15/2024,4,187.96
1315,221,15,8/25/2023,3,575.0
1316,85,85,8/19/2023,5,603.78
1317,484,56,7/13/2023,5,411.93
1318,237,51,10/29/2023,1,192.62
1320,331,7,12/15/2023,4,604.69
1321,70,94,8/7/2024,2,394.77
1322,746,31,12/25/2024,3,342.88
1323,763,52,11/20/2022,2,121.48
1325,389,28,7/25/2023,2,119.22
1326,516,5,9/7/2022,1,17.83
1327,405,51,7/17/2024,5,378.46
1328,494,96,9/16/2022,1,165.09
1329,60,40,6/6/2023,2,136.65
1330,995,29,11/22/2022,4,670.7
1331,108,28,3/6/2025,1,95.99
1332,198,86,12/17/2023,2,169.33
1333,928,76,3/16/2024,4,230.44
1334,7,9,4/15/2023,5,827.38
1335,400,19,12/31/2023,1,28.81
1336,213,78,9/22/2023,2,306.9
1337,681,33,4/3/2023,4,771.62
1338,170,86,4/11/2023,3,403.75
1339,401,12,5/16/2022,5,712.41
1340,123,28,11/2/2022,2,380.46
1341,345,75,5/30/2024,3,481.8
1342,413,41,8/9/2024,3,363.56
1343,833,26,11/28/2024,1,99.37
1344,904,26,3/1/2025,1,184.61
1345,171,38,11/13/2023,3,175.97
1346,683,61,6/8/2024,1,72.71
1347,874,94,7/21/2022,1,122.04
1348,677,32,1/17/2023,3,537.65
1350,322,18,9/11/2022,4,225.57
1351,292,44,4/17/2024,3,403.85
1352,699,59,2/17/2023,4,392.59
1353,571,8,5/7/2024,2,185.23
1354,76,11,11/13/2024,5,282.04
1355,129,98,6/11/2023,3,459.9
1356,688,60,6/17/2024,5,796.53
1358,399,71,12/22/2023,1,10.45
1359,120,10,9/19/2024,5,763.98
1360,177,52,3/5/2023,1,57.35
1361,316,71,2/26/2025,5,545.66
1362,703,11,5/27/2024,3,555.08
1364,962,32,12/22/2024,3,466.53
1367,365,37,1/25/2025,4,786.14
1368,495,16,2/1/2025,3,383.4
1369,606,42,3/27/2025,2,346.12
1370,985,35,3/19/2024,3,129.24
1371,143,56,7/29/2023,1,81.73
1372,880,12,1/13/2024,3,280.29
1373,796,80,7/18/2023,2,330.42
1374,944,74,12/12/2024,2,98.77
1375,771,58,2/10/2024,4,271.87
1376,540,31,1/21/2023,3,380.78
1377,437,99,1/22/2023,2,127.09
1378,831,9,8/22/2022,1,15.93
1379,876,36,2/2/2025,4,596.26
1380,615,77,2/26/2023,5,270.9
1381,458,35,5/17/2023,5,580.03
1383,967,15,9/28/2023,1,48.84
1385,606,39,3/22/2025,1,16.43
1386,887,70,5/31/2024,4,303.5
1387,534,35,6/25/2024,5,231.73
1388,442,67,3/23/2025,1,39.55
1389,644,63,12/27/2024,2,283.6
1392,925,47,6/20/2022,2,278.8
1393,608,91,2/18/2024,2,216.26
1394,182,95,5/8/2024,5,886.32
1396,673,70,2/13/2025,4,760.22
1397,283,59,9/26/2023,1,107.64
1398,263,54,3/29/2023,2,130.8
1399,380,38,2/12/2025,5,787.98
1400,724,80,7/28/2024,1,194.63
1401,282,60,9/5/2024,5,583.94
1403,947,99,4/11/2023,5,375.82
1404,614,40,9/26/2023,4,570.59
1405,287,5,5/15/2023,1,28.39
1406,175,49,9/21/2024,5,171.46
1407,769,10,4/6/2024,1,179.52
1409,469,63,10/4/2024,3,206.49
1410,744,7,9/7/2024,2,21.59
1411,308,48,4/12/2024,4,578.15
1412,748,97,11/3/2024,1,184.61
1414,512,44,9/20/2022,5,794.88
1415,292,19,2/22/2025,4,599.24
1416,835,25,1/20/2023,3,422.3
1417,570,95,3/30/2024,2,327.11
1418,784,21,4/13/2025,2,337.6
1419,459,10,5/13/2022,1,163.45
1420,948,15,2/13/2025,1,52.73
1421,113,16,8/10/2022,5,704.83
1422,656,17,11/30/2024,4,379.05
1423,394,27,7/20/2022,4,117.75
1426,203,67,2/7/2024,2,164.59
1427,121,58,4/8/2024,2,294.32
1428,40,74,4/6/2023,3,522.05
1429,41,99,10/25/2022,1,129.68
1430,547,12,8/4/2022,2,370.75
1433,383,49,5/8/2023,4,296.32
1434,664,12,9/4/2024,3,376.53
1435,722,36,12/26/2022,3,413.34
1436,182,38,8/16/2024,5,169.9
1437,949,32,6/8/2022,2,129.36
1438,428,76,1/22/2025,1,172.36
1439,688,85,4/28/2023,2,361.05
1440,724,98,11/1/2022,2,228.87
1441,378,70,8/1/2022,1,137.92
1442,213,20,4/4/2023,1,51.47
1444,362,72,6/18/2024,1,153.98
1445,325,35,6/8/2023,4,641.73
1447,122,92,4/10/2025,4,499.62
1448,598,85,10/15/2024,5,451.4
1449,519,57,1/21/2023,5,648.67
1450,758,12,9/3/2023,4,511.11
1451,51,3,5/12/2022,5,929.98
1452,441,85,8/3/2024,1,95.77
1453,721,42,6/19/2024,5,151.14
1454,24,64,1/7/2025,5,390.38
1455,686,22,3/21/2023,4,711.09
1456,776,68,6/20/2024,2,318.05
1457,647,29,4/8/2024,3,182.42
1459,501,95,4/6/2024,2,360.1
1460,204,100,11/12/2024,3,59.77
1461,623,76,11/13/2022,1,103.36
1462,270,67,10/10/2024,4,612.67
1464,630,68,5/19/2022,4,406.19
1465,900,57,12/7/2022,3,216.77
1466,18,88,1/9/2024,2,99.88
1467,950,35,4/26/2024,4,376.21
1468,989,87,3/6/2023,2,397.88
1469,338,62,5/23/2024,5,898.1
1470,237,98,2/25/2025,1,96.08
1471,689,100,4/23/2025,1,313.62
1472,676,39,4/1/2023,1,186.71
1473,850,81,12/31/2022,3,256.4
1474,817,1,3/5/2023,1,99.83
1475,902,89,3/24/2025,1,116.35
1477,179,13,12/17/2022,3,60.65
1478,960,71,6/26/2024,5,779.43
1479,922,23,12/22/2024,1,118.94
1480,788,27,1/19/2025,2,144.11
1481,112,51,2/19/2023,5,779.65
1482,323,32,3/25/2023,3,483.13
1483,238,18,8/7/2024,4,107.57
1484,305,17,12/27/2022,5,364.0
1485,667,60,5/7/2024,1,175.28
1486,260,79,4/15/2023,4,631.0
1487,62,75,8/18/2023,2,739.49
1488,669,76,10/30/2023,4,467.98
1489,474,95,2/5/2023,3,387.23
1490,885,29,4/6/2025,2,336.4
1491,134,10,12/25/2024,3,499.24
1492,456,67,5/22/2023,4,214.26
1493,226,31,12/29/2022,3,325.69
1494,381,32,10/12/2022,3,405.34
1495,862,86,4/3/2023,5,579.7
1496,868,31,5/11/2023,5,517.51
1497,252,52,12/9/2023,1,12.34
1498,718,66,5/1/2024,4,472.0
1499,831,59,4/24/2024,4,672.86
1500,11,10,5/23/2022,3,114.12
1502,286,84,1/7/2024,3,165.7
1503,844,15,4/20/2023,1,96.25
1504,895,9,3/13/2024,1,66.4
1505,108,52,10/18/2024,5,73.51
1509,46,48,12/27/2022,1,130.48
1510,734,13,3/19/2023,5,322.67
1511,260,90,5/16/2022,1,110.08
1512,466,16,2/2/2025,4,409.99
1513,797,66,4/16/2023,1,37.62
1514,721,75,11/23/2022,1,119.54
1515,316,29,2/15/2025,1,72.55
1516,992,58,11/30/2024,4,708.01
1517,128,89,2/14/2023,3,565.71
1518,691,55,10/1/2024,2,70.28
1519,301,70,7/9/2023,1,172.68
1520,826,4,2/13/2023,5,996.19
1521,596,96,4/2/2024,5,549.84
1522,940,22,12/19/2023,3,318.74
1523,694,91,3/26/2024,3,395.62
1524,246,67,8/9/2024,3,577.69
1525,808,3,9/24/2024,4,545.25
1526,982,97,9/10/2024,5,844.48
1527,540,26,10/13/2024,3,452.37
1528,680,21,3/23/2025,4,197.56
1529,931,54,7/14/2022,5,932.39
1530,301,57,5/25/2022,5,477.94
1531,6,64,6/9/2023,2,206.64
1532,777,94,7/2/2024,4,561.41
1533,744,4,4/4/2024,4,611.11
1535,378,19,7/25/2024,1,137.13
1537,36,86,12/18/2023,4,252.66
1538,818,60,11/30/2024,2,317.66
1539,317,33,2/19/2023,2,118.92
1540,311,13,2/1/2023,1,45.11
1541,472,87,10/10/2024,1,130.47
1542,886,27,5/18/2024,5,348.38
1543,758,60,11/23/2022,3,425.98
1546,469,17,2/28/2025,1,33.36
1547,902,41,10/10/2024,5,966.72
1548,44,16,5/7/2022,2,248.76
1550,19,60,3/3/2024,5,73.28
1551,767,8,8/23/2024,1,153.84
1552,942,95,11/3/2024,1,173.02
1553,734,42,4/15/2025,2,104.64
1554,552,25,3/18/2023,4,59.14
1555,363,83,9/20/2024,5,783.95
1556,553,25,12/29/2023,3,330.5
1557,345,96,2/3/2024,2,163.7
1558,325,51,1/16/2024,1,149.25
1559,860,48,6/29/2023,5,88.79
1560,221,59,12/20/2023,2,69.83
1561,783,57,5/7/2024,5,426.71
1562,160,91,12/26/2024,2,333.53
1563,948,39,5/28/2023,4,427.19
1564,263,6,5/3/2023,3,243.58
1565,883,19,2/20/2023,2,316.35
1566,284,92,7/19/2022,1,55.45
1567,840,59,11/21/2024,1,71.42
1568,70,95,7/5/2022,3,469.78
1569,264,66,12/26/2024,4,197.94
1570,667,71,3/11/2024,5,298.07
1571,283,86,2/7/2023,1,24.54
1572,846,72,12/8/2024,1,169.74
1573,412,42,4/17/2024,1,154.47
1574,718,26,10/21/2023,1,199.25
1575,139,21,8/1/2022,5,995.32
1576,475,32,7/18/2024,2,137.3
1578,682,47,8/9/2024,4,762.94
1580,169,67,10/16/2024,2,367.86
1581,954,76,2/18/2025,3,285.16
1582,827,10,12/28/2022,1,166.11
1583,21,88,5/2/2024,4,1057.17
1584,914,3,4/28/2022,4,608.01
1585,310,30,8/13/2023,2,34.03
1586,587,28,7/10/2023,2,338.34
1587,92,27,8/18/2024,4,82.76
1588,502,60,9/6/2023,5,126.62
1589,461,2,8/12/2023,5,766.86
1590,502,6,8/29/2023,5,516.1
1591,368,57,9/1/2023,2,88.26
