order_id,customer_id,product_id,amount,order_date
821,779,56,241.57,2024-01-30
822,756,30,536.38,2023-01-11
823,795,55,899.66,2024-05-31
824,721,98,-24.19,2023-07-18
825,824,61,925.82,2024-06-13
826,652,72,895.92,2023-09-14
827,173,23,877.54,2023-02-07
828,360,81,482.37,2023-11-29
829,752,98,730.5,2024-12-13
830,305,57,426.41,2022-09-13
831,352,74,367.7,2024-07-10
832,213,56,-27.22,2023-01-22
833,839,81,816.86,2024-02-03
834,587,34,445.07,2024-08-15
835,63,7,623.82,2025-01-30
836,394,92,863.16,2022-09-28
837,386,54,458.5,2024-05-30
838,665,48,270.64,2024-03-14
839,975,99,583.03,2022-10-19
840,438,68,512.07,2024-05-01
841,398,90,323.85,2022-07-21
842,20,97,218.7,2024-01-03
843,379,72,62.83,2025-03-18
844,647,70,472.3,2023-03-18
845,68,79,615.61,2024-01-24
846,334,57,945.27,2022-10-19
847,225,88,580.51,2024-10-19
848,161,65,174.4,2024-07-01
849,736,42,502.4,2025-04-06
850,635,56,812.39,2023-10-10
851,45,66,366.17,2024-09-24
852,110,60,597.89,2023-05-31
853,472,47,205.34,2024-03-15
854,180,82,55.86,2025-02-11
855,879,26,855.5,2024-05-13
856,231,34,296.44,2025-03-18
857,244,97,760.7,2022-07-22
858,442,35,61.96,2024-03-09
859,835,49,420.04,2024-01-28
860,42,22,605.79,2025-02-22
861,471,83,235.78,2024-09-05
862,530,97,346.0,2023-12-15
863,468,58,439.35,2022-05-30
864,801,69,809.07,2023-10-13
865,715,23,381.55,2023-08-10
866,22,47,996.69,2022-09-15
867,771,6,486.6,2024-11-20
868,226,27,545.37,2023-11-21
869,880,87,541.04,2023-08-23
870,375,59,483.26,2024-06-04
871,578,1,206.45,2022-06-20
872,773,87,527.85,2022-07-07
873,820,58,206.24,2024-05-17
874,340,86,942.93,2022-11-20
875,115,8,440.44,2023-11-20
876,739,39,781.8,2024-08-02
877,35,67,668.74,2025-03-19
878,747,35,34.09,2024-02-10
879,210,75,308.98,2023-02-24
880,78,20,549.02,2023-11-26
881,525,100,642.82,2022-08-21
882,128,72,136.59,2023-10-22
883,814,31,132.07,2025-04-08
884,445,68,962.42,2024-04-19
885,411,10,940.31,2023-05-11
886,789,54,282.67,2024-01-07
887,189,79,940.26,2024-03-02
888,910,18,707.24,2023-04-01
889,141,66,341.93,2024-11-05
890,544,43,597.64,2022-11-27
891,908,56,559.21,2023-10-02
892,361,49,433.23,2023-04-07
893,899,99,381.6,2022-05-05
894,887,46,102.99,2022-10-03
895,131,6,857.24,2024-03-30
896,253,17,642.77,2024-06-28
897,948,52,98.37,2023-12-04
898,969,12,270.92,2023-10-25
899,197,85,481.55,2023-01-30
900,889,25,41.75,2023-12-02
901,276,12,494.35,2024-05-17
902,84,23,356.89,2024-01-15
903,393,42,952.6,2023-06-24
904,824,55,300.39,2023-08-21
905,289,62,844.16,2024-09-27
906,159,59,124.45,2025-04-21
907,774,47,456.45,2022-06-28
908,415,49,262.12,2024-11-24
909,749,93,682.47,2025-04-11
910,691,96,470.01,2024-11-09
911,958,2,761.25,2024-12-04
912,298,76,414.35,2024-11-25
913,143,37,941.2,2024-04-25
914,532,97,309.0,2023-08-08
915,285,28,95.98,2024-11-23
916,561,40,357.71,2023-10-03
917,982,36,951.43,2024-04-16
918,503,82,859.48,2022-06-03
919,990,54,345.58,2022-06-03
920,393,18,482.95,2022-08-06
921,550,86,398.43,2023-08-22
922,523,21,497.02,2023-06-03
923,137,37,568.94,2023-01-28
924,41,59,51.62,2023-06-18
925,784,63,58.64,2023-03-30
926,623,32,302.61,2023-06-29
927,408,37,187.56,2023-06-07
928,815,24,644.77,2023-01-08
929,151,16,620.04,2025-04-16
930,23,72,377.39,2023-06-18
931,388,15,344.21,2024-10-29
932,995,65,757.81,2025-01-28
933,747,4,94.77,2024-11-11
934,216,45,582.87,2023-01-28
935,645,96,44.06,2022-04-28
936,588,81,472.91,2024-02-14
937,791,23,885.29,2024-11-02
938,991,36,974.46,2025-01-08
939,911,66,483.3,2022-10-19
940,356,31,847.59,2023-02-27
941,763,94,192.2,2023-11-08
942,391,13,150.39,2024-05-09
943,242,27,346.8,2022-08-05
944,165,64,235.73,2024-05-07
945,270,11,808.96,2024-03-14
946,903,80,38.4,2025-04-23
947,30,42,676.41,2022-12-12
948,846,99,868.91,2023-03-25
949,423,52,757.96,2025-03-28
950,952,81,978.18,2022-05-14
951,584,76,336.1,2023-10-30
952,773,91,768.65,2023-02-16
953,667,19,479.22,2022-10-08
954,694,31,370.92,2022-06-10
955,101,36,457.51,2023-08-02
956,312,80,580.48,2022-12-19
957,885,30,501.78,2023-09-18
958,506,51,476.18,2023-07-30
959,638,61,566.67,2024-08-21
960,74,78,900.53,2023-08-11
961,932,44,380.48,2024-12-28
962,67,62,933.88,2023-02-20
963,292,59,599.33,2023-12-22
964,471,64,387.32,2022-12-18
965,844,91,599.33,2024-11-13
966,958,72,901.22,2024-08-09
967,602,9,585.77,2023-12-03
968,364,14,829.36,2023-09-23
969,946,84,522.91,2024-03-17
970,724,92,129.92,2024-09-16
971,361,32,846.43,2024-06-08
972,605,26,576.32,2024-03-20
973,444,22,978.37,2024-02-12
974,941,21,539.54,2025-02-20
975,417,56,48.52,2023-12-29
976,440,2,413.39,2023-12-24
977,316,53,351.17,2022-12-16
978,913,69,451.74,2023-11-28
979,261,2,260.46,2023-06-04
980,347,54,482.24,2023-06-16
981,220,92,87.63,2022-11-18
982,806,15,810.73,2022-06-03
983,612,20,840.25,2024-03-16
984,867,58,752.04,2023-01-16
985,291,9,294.23,2022-07-15
986,33,37,44.31,2022-08-09
987,352,9,298.91,2024-03-01
988,466,5,510.51,2025-03-08
989,473,72,497.54,2023-11-03
990,684,67,49.6,2024-05-26
991,578,22,837.92,2023-04-10
992,75,79,234.3,2024-04-05
993,381,5,235.42,2025-04-10
994,747,59,699.02,2024-07-04
995,636,44,440.64,2022-12-26
996,976,83,451.17,2023-04-26
997,415,16,459.5,2022-11-15
998,701,5,673.32,2023-12-17
999,461,77,818.08,2023-08-16
1000,384,91,594.6,2023-07-31
1001,653,11,473.82,2024-07-31
1002,514,60,721.38,2023-04-20
1003,419,50,781.62,2025-01-17
1004,470,70,713.15,2023-01-15
1005,503,1,12.54,2022-09-05
1006,671,68,558.93,2024-11-05
1007,220,71,892.56,2023-11-27
1008,399,17,29.14,2022-05-30
1009,64,55,802.09,2024-10-20
1010,405,73,269.23,2025-03-09
1011,696,71,43.1,2024-09-13
1012,528,28,814.75,2025-01-30
1013,400,94,774.7,2023-03-16
1014,794,83,937.38,2023-09-03
1015,521,54,682.64,2022-12-05
1016,905,23,654.15,2023-09-18
1017,969,5,190.05,2025-03-06
1018,812,32,925.65,2022-08-08
1019,526,14,501.89,2024-06-01
1020,764,20,701.24,2023-12-03
1021,53,66,667.02,2022-09-29
1022,438,14,221.36,2022-09-06
1023,445,100,41.24,2024-07-13
1024,555,30,393.77,2023-06-05
1025,465,16,594.46,2023-06-03
1026,948,72,800.12,2023-12-11
1027,649,15,198.39,2022-07-18
1028,389,100,74.69,2024-12-10
1029,389,96,324.66,2024-07-19
1030,865,57,643.04,2022-05-01
1031,453,9,643.22,2022-11-21
1032,235,76,760.1,2022-07-09
1033,425,50,222.85,2024-01-10
1034,569,82,-53.47,2023-04-02
1035,430,70,140.2,2024-12-11
1036,198,47,280.36,2024-05-19
1037,206,62,978.61,2023-10-29
1038,841,2,900.2,2023-02-15
1039,474,73,98.88,2023-05-20
1040,977,41,998.01,2022-07-09
1041,284,17,754.31,2024-12-21
1042,580,63,48.03,2025-04-18
1043,268,27,759.37,2024-12-04
1044,986,85,765.8,2023-03-06
1045,163,13,157.31,2024-06-21
1046,643,100,169.95,2025-03-30
1047,39,96,422.55,2023-01-24
1048,74,58,130.14,2023-12-17
1049,618,81,667.31,2024-09-22
1050,419,99,266.28,2024-09-04
1051,821,83,582.06,2023-02-09
1052,739,88,302.4,2022-06-11
1053,829,26,738.71,2022-08-15
1054,618,16,474.16,2022-09-20
1055,978,51,-16.55,2023-12-01
1056,584,50,647.66,2025-01-31
1057,889,83,280.48,2024-04-26
1058,397,55,394.4,2024-01-30
1059,830,86,15.32,2024-02-14
1060,570,92,955.75,2024-04-12
1061,696,53,909.56,2025-01-15
1062,552,80,349.62,2022-07-20
1063,593,51,59.53,2022-10-05
1064,265,87,53.34,2024-08-16
1065,935,9,937.19,2024-12-26
1066,684,14,97.66,2024-10-29
1067,75,49,159.86,2023-11-17
1068,50,32,962.19,2023-12-17
1069,86,16,686.1,2022-05-17
1070,702,62,531.93,2023-04-18
1071,70,34,294.25,2024-10-14
1072,227,25,173.95,2023-08-22
1073,594,33,206.66,2022-09-07
1074,549,47,529.46,2023-03-07
1075,342,85,497.1,2022-10-05
1076,558,10,792.19,2023-01-26
1077,635,83,791.77,2023-01-01
1078,114,51,471.93,2025-01-10
1079,19,25,278.21,2024-07-22
1080,429,46,716.72,2022-04-28
1081,79,77,590.32,2023-12-22
1082,551,54,299.75,2023-07-03
1083,491,51,480.2,2022-07-15
1084,314,92,939.07,2022-10-20
1085,772,65,342.24,2023-07-11
1086,457,82,273.99,2025-02-15
1087,368,18,78.23,2025-02-20
1088,294,54,433.68,2024-05-28
1089,744,6,170.31,2022-07-11
1090,689,31,249.74,2023-10-08
1091,650,14,-27.73,2024-10-05
1092,25,49,157.97,2022-08-07
1093,267,34,899.34,2024-01-16
1094,111,75,253.83,2024-03-03
1095,797,38,365.59,2022-06-25
1096,806,62,393.26,2024-03-15
1097,77,82,135.81,2025-01-06
1098,731,44,310.6,2025-03-18
1099,852,84,983.67,2023-10-26
1100,898,53,458.34,2024-12-12
1101,418,48,448.55,2022-06-25
1102,873,99,841.85,2025-04-06
1103,186,17,251.45,2022-05-26
1104,272,93,526.73,2022-11-24
1105,342,54,468.45,2023-03-19
1106,963,77,742.19,2025-02-04
1107,533,49,715.69,2022-12-12
1108,198,69,747.39,2023-07-28
1109,234,40,638.7,2024-05-07
1110,825,10,77.67,2024-12-19
1111,480,30,83.85,2023-08-23
1112,490,6,528.83,2023-06-17
1113,252,79,188.3,2024-10-28
1114,404,11,362.97,2023-05-05
1115,532,87,522.97,2024-02-26
1116,554,5,861.19,2024-09-16
1117,924,96,906.79,2023-05-02
1118,614,30,934.92,2023-02-14
1119,921,87,178.93,2022-05-24
1120,851,52,375.32,2024-08-26
1121,487,30,984.07,2023-02-06
1122,498,71,586.79,2023-12-11
1123,124,86,606.84,2025-01-20
1124,266,21,381.39,2023-12-12
1125,896,66,992.59,2023-03-03
1126,855,12,58.73,2022-11-11
1127,525,97,485.87,2022-09-24
1128,886,26,533.75,2024-11-03
1129,618,69,653.03,2023-01-08
1130,704,40,669.36,2023-03-15
1131,943,1,376.74,2023-12-03
1132,775,70,586.37,2023-10-11
1133,752,88,285.78,2024-04-16
1134,554,2,684.45,2023-03-21
1135,942,11,416.09,2023-12-25
1136,476,88,891.38,2023-04-24
1137,287,44,949.76,2024-01-16
1138,121,29,660.59,2024-06-27
1139,862,80,118.0,2022-11-26
1140,900,80,209.4,2022-09-12
1141,121,1,634.09,2024-10-23
1142,949,33,696.47,2022-10-09
1143,953,86,362.92,2023-03-27
1144,421,52,960.29,2024-10-11
1145,452,93,662.38,2023-11-23
1146,375,83,995.78,2024-10-05
1147,640,18,420.89,2024-07-31
1148,452,77,565.75,2022-08-16
1149,837,65,794.92,2025-01-30
1150,148,19,474.93,2024-02-22
1151,16,44,985.56,2024-03-23
1152,854,85,917.89,2024-03-09
1153,55,58,485.13,2024-01-01
1154,47,9,524.96,2022-09-16
1155,113,17,510.52,2024-11-03
1156,818,45,614.6,2022-09-21
1157,198,1,566.71,2022-05-12
1158,610,13,840.75,2025-02-27
1159,44,66,867.14,2023-05-16
1160,464,68,606.2,2023-01-15
1161,826,57,152.86,2024-05-09
1162,108,82,984.95,2024-02-11
1163,743,39,589.11,2024-10-27
1164,655,89,689.33,2023-04-19
1165,328,60,917.79,2023-04-10
1166,812,72,430.76,2023-03-21
1167,844,60,851.41,2025-01-29
1168,831,38,414.69,2023-07-23
1169,616,61,751.07,2025-04-04
1170,278,42,264.47,2023-05-14
1171,968,66,11.39,2023-09-22
1172,852,86,875.97,2022-05-22
1173,88,6,469.45,2024-01-02
1174,218,40,539.11,2023-02-23
1175,149,54,169.65,2024-09-27
1176,600,19,291.94,2023-05-21
1177,278,26,275.73,2023-05-12
1178,289,5,261.5,2024-06-08
1179,897,88,46.21,2023-12-26
1180,221,80,-97.14,2023-08-15
1181,973,76,293.4,2023-02-08
1182,117,66,355.63,2024-06-27
1183,309,69,656.61,2022-12-13
1184,253,36,887.12,2022-06-02
1185,479,100,308.19,2022-12-10
1186,927,79,612.22,2024-10-08
1187,681,45,-59.02,2022-10-19
1188,617,19,940.09,2024-01-01
1189,526,61,293.04,2024-04-26
1190,349,50,946.72,2023-09-23
1191,943,4,988.71,2024-03-13
1192,84,67,826.72,2024-12-28
1193,921,28,778.17,2024-12-03
1194,981,37,648.07,2023-10-06
1195,253,48,355.91,2024-01-21
1196,159,55,812.24,2024-03-23
1197,178,30,982.25,2023-01-11
1198,511,30,344.18,2024-05-11
1199,989,61,893.65,2024-12-09
1200,565,59,536.55,2024-08-01
1201,621,15,297.79,2022-06-02
1202,482,89,538.24,2023-06-12
1203,60,1,947.09,2022-07-24
1204,760,34,591.36,2023-12-18
1205,168,69,264.55,2024-08-19
1206,178,95,241.09,2025-01-29
1207,852,24,597.57,2024-01-18
1208,554,4,567.98,2023-08-08
1209,244,72,381.24,2024-08-15
1210,134,59,117.85,2023-11-30
1211,182,3,674.4,2025-04-16
1212,570,75,720.59,2023-04-06
1213,59,15,220.73,2025-03-06
1214,44,18,546.09,2022-05-02
1215,61,50,629.21,2022-06-19
1216,486,2,733.41,2022-05-05
1217,469,65,381.77,2023-09-29
1218,246,77,974.41,2022-08-02
1219,371,98,405.84,2025-02-02
1220,74,98,103.17,2025-03-26
1221,848,87,706.97,2022-11-17
1222,750,2,980.63,2022-09-29
1223,204,59,336.87,2022-05-24
1224,274,93,225.73,2024-11-02
1225,566,29,723.93,2022-12-28
1226,340,4,612.02,2023-08-23
1227,787,50,613.77,2025-04-20
1228,706,46,788.2,2024-04-04
1229,928,59,13.66,2022-05-13
1230,939,70,623.14,2024-01-05
1231,587,11,575.49,2023-12-01
1232,102,39,904.65,2023-03-21
1233,641,50,144.39,2024-06-14
1234,430,93,414.04,2023-03-11
1235,427,50,100.83,2023-08-09
1236,563,82,544.46,2023-09-29
1237,318,43,653.16,2023-12-09
1238,793,26,80.67,2025-01-20
1239,400,41,372.95,2023-02-19
1240,584,99,280.58,2023-09-05
1241,154,6,279.09,2023-07-21
1242,35,50,449.81,2022-08-26
1243,84,84,355.46,2023-06-13
1244,260,21,118.44,2023-07-18
1245,727,78,226.58,2023-10-07
1246,224,59,181.82,2023-04-20
1247,868,66,709.5,2024-09-27
1248,173,9,210.23,2022-09-05
1249,179,81,871.4,2024-09-06
1250,101,2,867.38,2024-01-01
1251,162,12,171.64,2024-04-16
1252,880,88,101.22,2024-02-08
1253,502,10,817.56,2022-10-07
1254,996,47,272.28,2022-07-04
1255,284,33,230.3,2024-10-27
1256,924,44,423.11,2023-10-22
1257,308,12,216.07,2022-11-21
1258,30,86,577.27,2023-08-03
1259,912,63,755.45,2023-03-17
1260,26,6,57.02,2022-06-08
1261,590,39,844.63,2023-06-24
1262,163,67,-63.55,2025-03-25
1263,666,82,48.52,2023-07-11
1264,574,59,848.98,2023-04-02
1265,782,19,337.3,2023-12-13
1266,47,82,430.65,2023-07-18
1267,613,98,939.15,2023-07-06
1268,950,60,906.56,2024-08-15
1269,859,51,268.7,2023-04-02
1270,663,8,338.37,2023-03-02
1271,970,88,35.93,2023-05-15
1272,898,76,686.53,2025-01-31
1273,744,82,681.38,2024-02-20
1274,551,98,590.61,2023-07-20
1275,628,19,911.61,2023-01-21
1276,962,29,675.58,2024-12-30
1277,418,73,479.02,2022-09-07
1278,193,66,634.95,2022-05-21
1279,241,88,609.45,2024-09-08
1280,554,39,554.13,2023-03-03
1281,981,15,221.02,2023-03-21
1282,539,28,75.57,2023-12-30
1283,921,89,877.72,2022-04-29
1284,313,85,72.51,2022-09-24
1285,387,68,451.13,2022-10-04
1286,543,38,636.75,2022-10-03
1287,31,38,186.51,2023-11-13
1288,75,55,796.14,2023-10-16
1289,484,17,881.21,2022-12-07
1290,376,13,442.24,2022-07-15
1291,613,11,169.25,2024-01-16
1292,19,52,546.96,2023-04-21
1293,152,61,871.19,2025-04-07
1294,542,61,510.02,2023-11-27
1295,416,17,706.07,2024-10-11
1296,279,71,105.43,2024-02-17
1297,87,61,725.63,2023-01-07
1298,401,62,100.56,2024-02-17
1299,2,12,178.62,2023-11-26
1300,212,84,149.2,2023-08-05
1301,158,97,104.4,2024-03-20
1302,458,29,127.76,2023-02-26
1303,496,36,964.98,2024-11-19
1304,115,65,586.37,2024-11-24
1305,37,3,31.45,2023-07-22
1306,228,31,354.07,2022-07-12
1307,369,92,767.08,2024-09-14
1308,909,23,265.95,2024-09-15
1309,884,3,-58.64,2022-05-16
1310,599,73,178.73,2023-02-16
1311,781,5,876.32,2024-12-30
1312,399,40,318.72,2023-11-15
1313,515,31,484.02,2023-01-10
1314,521,10,651.0,2024-09-15
1315,221,15,864.22,2023-08-25
1316,85,85,874.36,2023-08-19
1317,484,56,218.71,2023-07-13
1318,237,51,36.41,2023-10-29
1319,247,33,514.33,2023-07-24
1320,331,7,284.51,2023-12-15
1321,70,94,450.42,2024-08-07
1322,746,31,499.07,2024-12-25
1323,763,52,194.19,2022-11-20
1324,249,41,813.59,2025-02-25
1325,389,28,599.4,2023-07-25
1326,516,5,-41.24,2022-09-07
1327,405,51,524.74,2024-07-17
1328,494,96,637.17,2022-09-16
1329,60,40,779.02,2023-06-06
1330,995,29,966.07,2022-11-22
1331,108,28,615.3,2025-03-06
1332,198,86,973.66,2023-12-17
1333,928,76,934.0,2024-03-16
1334,7,9,505.01,2023-04-15
1335,400,19,479.72,2023-12-31
1336,213,78,571.41,2023-09-22
1337,681,33,537.26,2023-04-03
1338,170,86,444.37,2023-04-11
1339,401,12,484.24,2022-05-16
1340,123,28,887.12,2022-11-02
1341,345,75,261.37,2024-05-30
1342,413,41,131.87,2024-08-09
1343,833,26,48.14,2024-11-28
1344,904,26,357.16,2025-03-01
1345,171,38,857.4,2023-11-13
1346,683,61,945.91,2024-06-08
1347,874,94,812.7,2022-07-21
1348,677,32,909.84,2023-01-17
1349,976,4,300.16,2024-05-10
1350,322,18,703.46,2022-09-11
1351,292,44,826.91,2024-04-17
1352,699,59,264.61,2023-02-17
1353,571,8,201.61,2024-05-07
1354,76,11,305.19,2024-11-13
1355,129,98,640.79,2023-06-11
1356,688,60,298.54,2024-06-17
1357,720,24,141.19,2023-03-01
1358,399,71,748.51,2023-12-22
1359,120,10,732.66,2024-09-19
1360,177,52,821.58,2023-03-05
1361,316,71,781.42,2025-02-26
1362,703,11,546.69,2024-05-27
1363,825,22,666.12,2023-02-04
1364,962,32,248.21,2024-12-22
1365,541,100,127.56,2025-03-28
1366,410,95,331.9,2022-11-13
1367,365,37,518.38,2025-01-25
1368,495,16,200.39,2025-02-01
1369,606,42,670.51,2025-03-27
1370,985,35,315.29,2024-03-19
1371,143,56,10.38,2023-07-29
1372,880,12,911.09,2024-01-13
1373,796,80,986.21,2023-07-18
1374,944,74,86.67,2024-12-12
1375,771,58,212.83,2024-02-10
1376,540,31,418.26,2023-01-21
1377,437,99,812.44,2023-01-22
1378,831,9,419.21,2022-08-22
1379,876,36,983.72,2025-02-02
1380,615,77,749.18,2023-02-26
1381,458,35,192.25,2023-05-17
1382,410,29,392.97,2023-03-30
1383,967,15,701.62,2023-09-28
1384,220,74,932.3,2023-05-23
1385,606,39,484.3,2025-03-22
1386,887,70,335.49,2024-05-31
1387,534,35,242.68,2024-06-25
1388,442,67,116.89,2025-03-23
1389,644,63,907.08,2024-12-27
1390,47,29,259.65,2024-03-08
1391,487,55,690.14,2023-06-27
1392,925,47,160.52,2022-06-20
1393,608,91,618.77,2024-02-18
1394,182,95,783.44,2024-05-08
1395,1,32,796.86,2025-02-18
1396,673,70,227.52,2025-02-13
1397,283,59,226.4,2023-09-26
1398,263,54,142.83,2023-03-29
1399,380,38,225.52,2025-02-12
1400,724,80,446.77,2024-07-28
1401,282,60,111.45,2024-09-05
1402,118,31,940.5,2024-12-10
1403,947,99,66.92,2023-04-11
1404,614,40,30.33,2023-09-26
1405,287,5,875.39,2023-05-15
1406,175,49,812.76,2024-09-21
1407,769,10,818.57,2024-04-06
1408,26,64,417.32,2024-06-03
1409,469,63,540.66,2024-10-04
1410,744,7,928.49,2024-09-07
1411,308,48,720.48,2024-04-12
1412,748,97,726.78,2024-11-03
1413,828,99,440.91,2022-07-12
1414,512,44,927.86,2022-09-20
1415,292,19,401.17,2025-02-22
1416,835,25,405.98,2023-01-20
1417,570,95,96.2,2024-03-30
1418,784,21,296.79,2025-04-13
1419,459,10,329.58,2022-05-13
1420,948,15,819.24,2025-02-13
1421,113,16,986.22,2022-08-10
1422,656,17,736.31,2024-11-30
1423,394,27,35.55,2022-07-20
1424,95,3,166.42,2024-10-16
1425,527,26,458.58,2025-04-10
1426,203,67,380.18,2024-02-07
1427,121,58,907.84,2024-04-08
1428,40,74,764.16,2023-04-06
1429,41,99,210.05,2022-10-25
1430,547,12,524.9,2022-08-04
1431,408,29,981.22,2023-04-18
1432,463,74,27.36,2024-11-12
1433,383,49,96.92,2023-05-08
1434,664,12,940.78,2024-09-04
1435,722,36,332.18,2022-12-26
1436,182,38,833.99,2024-08-16
1437,949,32,400.14,2022-06-08
1438,428,76,866.97,2025-01-22
1439,688,85,592.83,2023-04-28
1440,724,98,214.22,2022-11-01
1441,378,70,93.74,2022-08-01
1442,213,20,981.57,2023-04-04
1443,26,58,920.55,2025-01-16
1444,362,72,498.11,2024-06-18
1445,325,35,41.57,2023-06-08
1446,798,22,340.51,2024-10-15
1447,122,92,548.7,2025-04-10
1448,598,85,637.09,2024-10-15
1449,519,57,865.62,2023-01-21
1450,758,12,996.18,2023-09-03
1451,51,3,654.53,2022-05-12
1452,441,85,684.72,2024-08-03
1453,721,42,103.95,2024-06-19
1454,24,64,742.37,2025-01-07
1455,686,22,123.79,2023-03-21
1456,776,68,658.09,2024-06-20
1457,647,29,518.87,2024-04-08
1458,423,3,276.36,2022-12-07
1459,501,95,924.03,2024-04-06
1460,204,100,988.41,2024-11-12
1461,623,76,207.19,2022-11-13
1462,270,67,704.28,2024-10-10
1463,249,60,555.55,2024-01-17
1464,630,68,440.78,2022-05-19
1465,900,57,398.03,2022-12-07
1466,18,88,570.24,2024-01-09
1467,950,35,209.4,2024-04-26
1468,989,87,462.55,2023-03-06
1469,338,62,813.87,2024-05-23
1470,237,98,-28.76,2025-02-25
1471,689,100,617.35,2025-04-23
1472,676,39,977.09,2023-04-01
1473,850,81,144.93,2022-12-31
1474,817,1,-38.62,2023-03-05
1475,902,89,695.36,2025-03-24
1476,882,25,103.17,2024-08-05
1477,179,13,949.99,2022-12-17
1478,960,71,414.02,2024-06-26
1479,922,23,60.11,2024-12-22
1480,788,27,538.18,2025-01-19
1481,112,51,548.54,2023-02-19
1482,323,32,918.61,2023-03-25
1483,238,18,49.02,2024-08-07
1484,305,17,898.16,2022-12-27
1485,667,60,318.93,2024-05-07
1486,260,79,460.4,2023-04-15
1487,62,75,875.84,2023-08-18
1488,669,76,265.3,2023-10-30
1489,474,95,209.67,2023-02-05
1490,885,29,455.57,2025-04-06
1491,134,10,538.15,2024-12-25
1492,456,67,646.7,2023-05-22
1493,226,31,909.21,2022-12-29
1494,381,32,989.85,2022-10-12
1495,862,86,35.08,2023-04-03
1496,868,31,939.8,2023-05-11
1497,252,52,518.08,2023-12-09
1498,718,66,-95.72,2024-05-01
1499,831,59,906.81,2024-04-24
1500,11,10,265.45,2022-05-23
1501,730,39,373.76,2023-09-09
1502,286,84,847.48,2024-01-07
1503,844,15,712.28,2023-04-20
1504,895,9,747.1,2024-03-13
1505,108,52,207.36,2024-10-18
1506,842,22,886.09,2024-06-08
1507,798,33,678.45,2025-03-17
1508,897,77,294.91,2024-08-18
1509,46,48,953.04,2022-12-27
1510,734,13,725.21,2023-03-19
1511,260,90,99.34,2022-05-16
1512,466,16,738.67,2025-02-02
1513,797,66,717.01,2023-04-16
1514,721,75,118.64,2022-11-23
1515,316,29,839.01,2025-02-15
1516,992,58,142.75,2024-11-30
1517,128,89,308.53,2023-02-14
1518,691,55,933.48,2024-10-01
1519,301,70,564.31,2023-07-09
1520,826,4,498.12,2023-02-13
1521,596,96,133.53,2024-04-02
1522,940,22,132.47,2023-12-19
1523,694,91,935.75,2024-03-26
1524,246,67,800.11,2024-08-09
1525,808,3,934.45,2024-09-24
1526,982,97,23.83,2024-09-10
1527,540,26,891.07,2024-10-13
1528,680,21,855.45,2025-03-23
1529,931,54,514.96,2022-07-14
1530,301,57,564.17,2022-05-25
1531,6,64,239.71,2023-06-09
1532,777,94,575.27,2024-07-02
1533,744,4,393.12,2024-04-04
1534,118,54,290.59,2023-11-22
1535,378,19,522.94,2024-07-25
1536,86,36,221.82,2023-09-01
1537,36,86,705.79,2023-12-18
1538,818,60,673.61,2024-11-30
1539,317,33,523.98,2023-02-19
1540,311,13,358.45,2023-02-01
1541,472,87,257.54,2024-10-10
1542,886,27,140.86,2024-05-18
1543,758,60,918.49,2022-11-23
1544,503,52,879.8,2025-01-23
1545,225,28,772.13,2024-07-10
1546,469,17,636.2,2025-02-28
1547,902,41,956.35,2024-10-10
1548,44,16,192.61,2022-05-07
1549,774,35,312.33,2025-03-02
1550,19,60,479.63,2024-03-03
1551,767,8,478.58,2024-08-23
1552,942,95,327.52,2024-11-03
1553,734,42,15.44,2025-04-15
1554,552,25,910.66,2023-03-18
1555,363,83,45.75,2024-09-20
1556,553,25,472.32,2023-12-29
1557,345,96,297.6,2024-02-03
1558,325,51,754.74,2024-01-16
1559,860,48,224.92,2023-06-29
1560,221,59,137.6,2023-12-20
1561,783,57,487.31,2024-05-07
1562,160,91,149.97,2024-12-26
1563,948,39,512.83,2023-05-28
1564,263,6,830.65,2023-05-03
1565,883,19,739.11,2023-02-20
1566,284,92,358.68,2022-07-19
1567,840,59,972.76,2024-11-21
1568,70,95,563.42,2022-07-05
1569,264,66,194.11,2024-12-26
1570,667,71,255.46,2024-03-11
1571,283,86,389.17,2023-02-07
1572,846,72,100.23,2024-12-08
1573,412,42,70.77,2024-04-17
1574,718,26,513.59,2023-10-21
1575,139,21,286.64,2022-08-01
1576,475,32,335.95,2024-07-18
1577,741,80,55.76,2024-08-18
1578,682,47,993.11,2024-08-09
1579,26,49,910.81,2022-10-19
1580,169,67,669.78,2024-10-16
1581,954,76,791.79,2025-02-18
1582,827,10,29.25,2022-12-28
1583,21,88,56.43,2024-05-02
1584,914,3,39.13,2022-04-28
1585,310,30,411.73,2023-08-13
1586,587,28,312.31,2023-07-10
1587,92,27,809.23,2024-08-18
1588,502,60,319.66,2023-09-06
1589,461,2,338.56,2023-08-12
1590,502,6,725.94,2023-08-29
1591,368,57,545.36,2023-09-01
1592,195,11,75.73,2024-10-24
1593,916,30,424.03,2022-05-19
1594,259,29,990.93,2022-11-15
1595,441,43,155.73,2024-12-26
1596,648,77,675.0,2023-11-09
1597,360,15,482.37,2023-06-26
1598,848,46,479.8,2024-07-31
1599,84,34,184.92,2022-05-22
1600,936,36,579.3,2023-01-28
1601,908,61,793.22,2023-12-06
1602,658,45,21.04,2024-01-01
1603,122,73,-13.2,2024-04-06
1604,538,61,211.7,2024-03-03
1605,35,7,370.16,2023-02-18
